ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange,Which
Mario,TUBE_TOP_LEFT,D,None,None,None,None,OTHER
TUBE_TOP_LEFT,Mario,U,None,None,None,None,OTHER
Mario,COIN,D,Delete,COIN,None,None,B
COIN,Mario,U,Delete,COIN,None,None,A
Mario,COIN,R,Delete,COIN,None,None,B
COIN,Mario,L,Delete,COIN,None,None,A
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Goomba,BLOCK,D,VelChange,Goomba,None,vy,A
BLOCK,Goomba,U,VelChange,Goomba,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
Mario,SPENT,U,VelChange,Mario,None,vy,A
SPENT,Mario,D,VelChange,Mario,None,vy,B
Mario,Goomba,D,VelChange,Mario,None,vy,A
Mario,Goomba,D,Delete,Goomba,None,None,B
Goomba,Mario,U,VelChange,Mario,None,vy,B
Goomba,Mario,U,Delete,Goomba,None,None,A
Mario,SPENT,U,VelChange,Mario,None,vy,A
SPENT,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,R,VelChange,Mario,None,vx,A
BLOCK,Mario,L,VelChange,Mario,None,vx,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,Mushroom,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,Mushroom,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,4,D,VelChange,Mushroom,None,vy,A
4,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,SPENT,D,VelChange,Mushroom,None,vy,A
SPENT,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,BLOCK,D,None,None,None,None,OTHER
BLOCK,Mushroom,U,None,None,None,None,OTHER
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mushroom,1,D,None,None,None,None,OTHER
1,Mushroom,U,None,None,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,GROUND,D,VelChange,Mushroom,None,vy,A
GROUND,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,7,D,VelChange,Mushroom,None,vy,A
7,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,6,R,VelChange,Mushroom,None,vx,A
6,Mushroom,L,VelChange,Mushroom,None,vx,B
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mushroom,None,vx,A
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mushroom,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
Goomba,GROUND,D,VelChange,Goomba,None,vy,A
GROUND,Goomba,U,VelChange,Goomba,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,Goomba,D,VelChange,BigMario,None,vy,A
BigMario,Goomba,D,Delete,Goomba,None,None,B
Goomba,BigMario,U,VelChange,BigMario,None,vy,B
Goomba,BigMario,U,Delete,Goomba,None,None,A
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vy,A
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vy,B
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,ROCK,D,VelChange,BigMario,None,vy,A
ROCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None,OTHER
BigMario,BLOCK,D,VelChange,BigMario,None,vy,A
BLOCK,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
BigMario,GROUND,D,VelChange,BigMario,None,vx,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
GROUND,BigMario,U,VelChange,BigMario,None,vx,B
BigMario,ROCK,R,VelChange,BigMario,None,vy,A
BigMario,ROCK,R,VelChange,BigMario,None,vx,A
ROCK,BigMario,L,VelChange,BigMario,None,vy,B
ROCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
GreenKoopa,ROCK,D,VelChange,GreenKoopa,None,vy,A
ROCK,GreenKoopa,U,VelChange,GreenKoopa,None,vy,B
GreenKoopa,BigMario,L,Change,BigMario,Mario,None,B
BigMario,GreenKoopa,R,Change,BigMario,Mario,None,A
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,ROCK,R,VelChange,Mario,None,vx,A
ROCK,Mario,L,VelChange,Mario,None,vx,B
GreenKoopa,LEFT_UP_GRASS_EDGE,D,VelChange,GreenKoopa,None,vy,A
LEFT_UP_GRASS_EDGE,GreenKoopa,U,VelChange,GreenKoopa,None,vy,B
GreenKoopa,LEFT_UP_GRASS_EDGE,D,VelChange,GreenKoopa,None,vy,A
LEFT_UP_GRASS_EDGE,GreenKoopa,U,VelChange,GreenKoopa,None,vy,B
GreenKoopa,GROUND,D,VelChange,GreenKoopa,None,vy,A
GROUND,GreenKoopa,U,VelChange,GreenKoopa,None,vy,B
Mario,ROCK,D,VelChange,Mario,None,vy,A
ROCK,Mario,U,VelChange,Mario,None,vy,B
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vx,A
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vx,B
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,ROCK,R,VelChange,Mario,None,vx,A
ROCK,Mario,L,VelChange,Mario,None,vx,B
Mario,ROCK,D,VelChange,Mario,None,vy,A
ROCK,Mario,U,VelChange,Mario,None,vy,B
Mario,ROCK,D,VelChange,Mario,None,vx,A
Mario,ROCK,D,VelChange,Mario,None,vy,A
ROCK,Mario,U,VelChange,Mario,None,vx,B
ROCK,Mario,U,VelChange,Mario,None,vy,B
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy,A
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,null,D,VelChange,Mario,None,vy,A
null,Mario,U,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,D,VelChange,Mario,None,vy,A
BLOCK,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,R,None,None,None,None,OTHER
BLOCK,Mario,L,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BulletBill,D,VelChange,Mario,None,vy,A
Mario,BulletBill,D,Delete,BulletBill,None,None,B
BulletBill,Mario,U,VelChange,Mario,None,vy,B
BulletBill,Mario,U,Delete,BulletBill,None,None,A
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,Mushroom,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,Mushroom,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,4,D,VelChange,Mushroom,None,vy,A
4,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,SPENT,D,VelChange,Mushroom,None,vy,A
SPENT,Mushroom,U,VelChange,Mushroom,None,vy,B
Mushroom,BLOCK,D,None,None,None,None,OTHER
BLOCK,Mushroom,U,None,None,None,None,OTHER
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mario,SPENT,U,VelChange,Mario,None,vy,A
SPENT,Mario,D,VelChange,Mario,None,vy,B
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mushroom,1,D,None,None,None,None,OTHER
1,Mushroom,U,None,None,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mushroom,6,D,None,None,None,None,OTHER
6,Mushroom,U,None,None,None,None,OTHER
Mario,GROUND,D,None,None,None,None,OTHER
GROUND,Mario,U,None,None,None,None,OTHER
Mario,BLOCK,U,Change,BLOCK,SPENT,None,B
Mario,BLOCK,U,Add,COIN,None,None,OTHER
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,Change,BLOCK,SPENT,None,A
BLOCK,Mario,D,Add,COIN,None,None,OTHER
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mushroom,GROUND,D,VelChange,Mushroom,None,vy,A
Mushroom,GROUND,D,VelChange,Mario,None,vy,OTHER
GROUND,Mushroom,U,VelChange,Mushroom,None,vy,B
GROUND,Mushroom,U,VelChange,Mario,None,vy,OTHER
Mushroom,7,D,VelChange,Mushroom,None,vy,A
Mushroom,7,D,VelChange,Mario,None,vy,OTHER
7,Mushroom,U,VelChange,Mushroom,None,vy,B
7,Mushroom,U,VelChange,Mario,None,vy,OTHER
Mario,GROUND,D,VelChange,Mushroom,None,vy,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mushroom,None,vy,OTHER
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
Mushroom,6,R,VelChange,Mushroom,None,vx,A
Mushroom,6,R,VelChange,Mario,None,vy,OTHER
6,Mushroom,L,VelChange,Mushroom,None,vx,B
6,Mushroom,L,VelChange,Mario,None,vy,OTHER
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mushroom,None,vx,A
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vy,OTHER
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mushroom,None,vx,B
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mario,None,vy,OTHER
Mario,GROUND,D,VelChange,Mushroom,None,vx,OTHER
Mario,GROUND,D,VelChange,Mario,None,vy,A
GROUND,Mario,U,VelChange,Mushroom,None,vx,OTHER
GROUND,Mario,U,VelChange,Mario,None,vy,B
Mario,BLOCK,U,VelChange,Mario,None,vy,A
BLOCK,Mario,D,VelChange,Mario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,D,None,None,None,None,OTHER
BLOCK,BigMario,U,None,None,None,None,OTHER
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vy,A
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vy,B
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None,OTHER
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None,OTHER
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx,A
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,RIGHT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy,A
RIGHT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,R,VelChange,BigMario,None,vx,A
BLOCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,None,None,None,None,OTHER
GROUND,BigMario,U,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,R,VelChange,BigMario,None,vx,A
BLOCK,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,SPENT,L,VelChange,BigMario,None,vx,A
SPENT,BigMario,R,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,SPENT,R,VelChange,BigMario,None,vx,A
SPENT,BigMario,L,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,SPENT,D,None,None,None,None,OTHER
SPENT,BigMario,U,None,None,None,None,OTHER
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,COIN,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,COIN,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,VelChange,BigMario,None,vy,A
GROUND,BigMario,U,VelChange,BigMario,None,vy,B
BigMario,BLOCK,U,Change,BLOCK,SPENT,None,B
BigMario,BLOCK,U,Add,FireFlower,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BLOCK,BigMario,D,Change,BLOCK,SPENT,None,A
BLOCK,BigMario,D,Add,FireFlower,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BigMario,GROUND,D,None,None,None,None,OTHER
GROUND,BigMario,U,None,None,None,None,OTHER
BigMario,BLOCK,U,Delete,16,None,None,OTHER
BigMario,BLOCK,U,VelChange,BigMario,None,vy,A
BigMario,BLOCK,U,VelChange,BigMario,None,vx,A
BLOCK,BigMario,D,Delete,16,None,None,OTHER
BLOCK,BigMario,D,VelChange,BigMario,None,vy,B
BLOCK,BigMario,D,VelChange,BigMario,None,vx,B
BigMario,GROUND,D,None,None,None,None,OTHER
GROUND,BigMario,U,None,None,None,None,OTHER
BigMario,SPENT,L,VelChange,BigMario,None,vx,A
SPENT,BigMario,R,VelChange,BigMario,None,vx,B
FireMario,SPENT,L,VelChange,FireMario,None,vx,A
SPENT,FireMario,R,VelChange,FireMario,None,vx,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,BLOCK,U,Change,BLOCK,SPENT,None,B
FireMario,BLOCK,U,Add,COIN,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Change,BLOCK,SPENT,None,A
BLOCK,FireMario,D,Add,COIN,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
FireMario,GROUND,D,None,None,None,None,OTHER
GROUND,FireMario,U,None,None,None,None,OTHER
FireMario,BLOCK,U,Delete,16,None,None,OTHER
FireMario,BLOCK,U,VelChange,FireMario,None,vy,A
BLOCK,FireMario,D,Delete,16,None,None,OTHER
BLOCK,FireMario,D,VelChange,FireMario,None,vy,B
FireMario,GROUND,D,VelChange,FireMario,None,vy,A
GROUND,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,TUBE_TOP_LEFT,R,VelChange,FireMario,None,vx,A
TUBE_TOP_LEFT,FireMario,L,VelChange,FireMario,None,vx,B
FireMario,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx,A
TUBE_SIDE_LEFT,FireMario,L,VelChange,FireMario,None,vx,B
FireMario,TUBE_TOP_LEFT,D,VelChange,FireMario,None,vy,A
TUBE_TOP_LEFT,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy,A
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy,B
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx,A
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx,B
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy,A
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy,B
